,IsRecentlyVerified,ID,UUID,DataProviderID,DataProvidersReference,OperatorID,UsageTypeID,AddressInfo_ID,AddressInfo_Title,AddressInfo_AddressLine1,AddressInfo_Town,AddressInfo_StateOrProvince,AddressInfo_Postcode,AddressInfo_CountryID,AddressInfo_Latitude,AddressInfo_Longitude,AddressInfo_ContactTelephone1,AddressInfo_AccessComments,AddressInfo_RelatedURL,AddressInfo_Distance,AddressInfo_DistanceUnit,Connections_0_ID,Connections_0_ConnectionTypeID,Connections_0_LevelID,Connections_0_Amps,Connections_0_Voltage,Connections_0_PowerKW,Connections_0_CurrentTypeID,Connections_0_Quantity,StatusTypeID,DateLastStatusUpdate,DataQualityLevel,DateCreated,SubmissionStatusTypeID,Connections_1_ID,Connections_1_ConnectionTypeID,Connections_1_LevelID,Connections_1_Amps,Connections_1_Voltage,Connections_1_PowerKW,Connections_1_CurrentTypeID,Connections_1_Quantity,DateLastConfirmed,NumberOfPoints,GeneralComments,OperatorsReference,UsageCost,Connections_0_StatusTypeID,Connections_2_ID,Connections_2_ConnectionTypeID,Connections_2_LevelID,Connections_2_Amps,Connections_2_Voltage,Connections_2_PowerKW,Connections_2_CurrentTypeID,Connections_2_Quantity,Connections_0_Reference,Connections_1_Reference,AddressInfo_AddressLine2,AddressInfo_ContactTelephone2,AddressInfo_ContactEmail,Connections_1_StatusTypeID,Connections_2_Reference,Connections_3_ID,Connections_3_ConnectionTypeID,Connections_3_Reference,Connections_3_LevelID,Connections_3_Quantity,Connections_2_StatusTypeID,Connections_4_ID,Connections_4_ConnectionTypeID,Connections_4_Reference,Connections_4_LevelID,DatePlanned
10,False,3395,95EBE0DA-6E41-48DA-A5A2-632ED44B4B84,1,,1.0,,3396,Andrews Rancho Shopping Center,7075 Firestone Blvd,Downey,CA,90240,2,33.9482,-118.156,,,,1.2503236787728678,2,,,,,,,,,,2019-12-15T06:07:00Z,,2010-02-28T00:00:00Z,200,,,,,,,,,,2.0,Cost To Charge: Free Access Hours: 24 hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,False,3536,7A0E57DE-327D-4069-B4DD-3CD27A9771B9,1,,,1.0,3537,Andrews Rancho Shopping Center,7075 Firestone Blvd,Downey,CA,90240,2,33.9482,-118.156,,,,1.2503236787728678,2,51.0,1.0,,,,,,1.0,,2019-12-15T06:07:00Z,,2010-02-28T00:00:00Z,200,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,False,105075,10DEAD69-C2A4-42C9-AAD8-FE4108788E98,1,,23.0,4.0,105421,"Downey, Ca - Lakewood Boulevard Supercharger",9500 Lakewood Boulevard,Downey,CA,90240-3307,2,33.953385,-118.112905,,,,1.3533219634360516,2,148176.0,27.0,3.0,,,120.0,30.0,12.0,50.0,2018-05-30T05:32:00Z,1.0,2018-05-30T05:32:00Z,200,,,,,,,,,,12.0,"Charging12 Superchargers, available 24/7, up to 72kW",34273,$0.26/kWh; other tariffs for older cars,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13,False,139585,D4A055D5-176B-4E37-B6BB-1DB6CE846C2E,2,144014,5.0,1.0,139937,BW COMMERCE,7272 Gage Ave,Commerce,CA,90040,2,33.9747244,-118.126024,888-758-4389,24 hours daily,http://www.chargepoint.com/,1.4226451566239338,2,194993.0,1.0,2.0,16.0,230.0,3.0,10.0,2.0,50.0,2019-12-24T09:11:00Z,3.0,2019-12-24T09:11:00Z,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,False,61721,1FF59BA0-110A-4714-87D0-36F9B488E0F3,2,71904,,2.0,62067,Caltrans - District 32,7301 E Slauson,Commerce,CA,90040,2,33.97878,-118.13354,,Employee and state vehicle use only,,1.5830288000527106,2,78610.0,1.0,2.0,16.0,230.0,3.0,10.0,1.0,,2019-04-06T04:01:00Z,3.0,2016-03-03T11:38:00Z,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,False,122047,9130BCBE-EB99-4081-992E-7939D9439C9F,2,71904,,2.0,122393,Caltrans - District 32,7301 E Slauson,Commerce,CA,90040,2,33.97878,-118.13354,,Employee and state vehicle use only,,1.5830288000527106,2,171898.0,1.0,2.0,16.0,230.0,3.7,10.0,1.0,,2020-06-26T02:56:00Z,3.0,2019-04-06T05:02:00Z,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,False,139537,126D76E4-1D11-45CB-A065-F0114B5221AF,2,95901,9.0,1.0,139889,Carl's Jr - 9002 Firestone,9002 Firestone,Downey,CA,90241,2,33.93519,-118.12389,888-998-2546,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,http://www.blinkcharging.com/,1.603547537420486,2,194935.0,1.0,2.0,16.0,230.0,3.7,10.0,2.0,50.0,2020-06-26T02:56:00Z,3.0,2019-12-24T09:11:00Z,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,False,109046,C344B736-9CA6-4B51-BC42-A2BA67C64FF3,1,,23.0,4.0,109392,"Downey, Ca - Stonewood Street Supercharger",251 Stonewood Street,Downey,CA,90241,2,33.934471,-118.121217,,,,1.7199466371123264,2,154164.0,27.0,3.0,,,120.0,30.0,12.0,50.0,2018-10-11T13:27:00Z,1.0,2018-10-11T13:27:00Z,200,,,,,,,,,,12.0,"Charging12 Superchargers, available 24/7, up to 72kW",44624,$0.26/kWh; other tariffs for older cars,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,
18,False,121996,B4482FCF-C096-4C33-AAA6-618D8081A695,2,63653,,7.0,122342,Central Ford,5645 Firestone Blvd,South Gate,CA,90280,2,33.950115,-118.166578,562-927-7888,"Dealership business hours
Public - Call ahead",,1.7817459016865034,2,171845.0,1.0,2.0,16.0,230.0,3.7,10.0,2.0,,2020-06-26T02:56:00Z,3.0,2019-04-06T05:02:00Z,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,False,26851,BDB4C17E-3BB7-4605-979E-1855BAAE1A1E,2,63653,,1.0,27197,Central Ford,5645 Firestone Blvd,South Gate,CA,90280,2,33.950115,-118.166578,562-927-7888,Dealership business hours,,1.7817459016865034,2,29402.0,1.0,2.0,16.0,230.0,3.0,10.0,2.0,,2019-04-06T04:01:00Z,3.0,2014-11-28T03:37:00Z,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,False,121961,CE36A0A8-FC64-47F3-8BE2-BCC202701DB3,2,80321,5.0,1.0,122307,CITY OF DOWNEY,12544 Rives Ave,Downey,CA,90242,2,33.9280354,-118.1542352,888-758-4389,24 hours daily,http://www.chargepoint.com/,2.1876620741588724,2,171808.0,1.0,2.0,16.0,230.0,3.0,10.0,2.0,,2019-12-24T09:11:00Z,3.0,2019-04-06T05:02:00Z,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,False,75792,2C7BF46B-8567-4FE2-A050-55156D584FE7,2,80321,5.0,1.0,76138,CITY OF DOWNEY,12544 Rives Ave,Downey,CA,90242,2,33.9280354,-118.1542352,888-758-4389,24 hours daily,http://www.chargepoint.com/,2.1876620741588724,2,109296.0,1.0,2.0,16.0,230.0,3.0,10.0,2.0,,2019-04-06T04:01:00Z,3.0,2016-12-23T01:25:00Z,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,False,121965,EBB4D51D-97E7-4F1A-A68E-CE6FB8364FAF,2,63044,,1.0,122311,Rancho Los Amigos Hospital,7601 E Imperial Hwy,Downey,CA,90242,2,33.9301594172696,-118.1594074,,"24 hours daily; keypad activated, instructions on EVSE",,2.2221070306455135,2,171813.0,1.0,2.0,16.0,230.0,3.7,10.0,5.0,,2020-06-26T02:56:00Z,3.0,2019-04-06T05:02:00Z,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,False,26839,1D1FAAC9-74AD-4139-B9FD-6C80450F8DA3,2,63044,,1.0,27185,Rancho Los Amigos Hospital,7601 E Imperial Hwy,Downey,CA,90242,2,33.9301594172696,-118.1594074,323-267-2023,"24 hours daily; keypad activated, instructions on EVSE",,2.2221070306455135,2,29386.0,1.0,2.0,16.0,230.0,3.0,10.0,5.0,,2019-04-06T04:01:00Z,3.0,2014-11-28T03:37:00Z,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,False,139509,7E47C714-D834-4CC2-947A-9B0EE6F71E5B,2,147130,3318.0,1.0,139861,"Walmart 4132 - Downey, CA",9001 Apollo Way,Downey,CA,90242,2,33.923409,-118.128014,833-632-2778,24 hours daily,https://www.electrifyamerica.com/,2.300606405658168,2,194900.0,1.0,2.0,16.0,230.0,3.7,10.0,1.0,50.0,2020-06-26T02:56:00Z,3.0,2019-12-24T09:11:00Z,100,194901.0,2.0,3.0,100.0,400.0,40.0,30.0,1.0,,,,,,,194902.0,32.0,3.0,100.0,400.0,40.0,30.0,1.0,,,,,,,,,,,,,,,,,,
25,False,139512,F960B7CE-E732-4208-A47F-BAB02675D47B,2,149376,5.0,1.0,139864,G&M OIL,12555 Paramount Blvd,Downey,CA,90242,2,33.9246077,-118.1518628,888-758-4389,24 hours daily,http://www.chargepoint.com/,2.34431288261392,2,194905.0,2.0,3.0,100.0,400.0,40.0,30.0,1.0,50.0,2019-12-24T09:11:00Z,3.0,2019-12-24T09:11:00Z,100,194906.0,32.0,3.0,100.0,400.0,40.0,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,False,139506,96F1E995-3294-42B4-9A83-9CE557AD2ED1,2,93263,15.0,4.0,139858,Downey Promenade,8830 Apollo Way,Downey,CA,90242,2,33.921939,-118.132406,877-455-3833,"24 hours daily
Public - Card key at all times",https://www.evgo.com/,2.363124461956082,2,194894.0,2.0,3.0,100.0,400.0,40.0,30.0,1.0,50.0,2020-06-26T02:56:00Z,3.0,2019-12-24T09:11:00Z,100,194895.0,32.0,3.0,100.0,400.0,40.0,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,False,122051,7954F9AD-F676-4EB1-880B-AC3613B53F55,2,117709,9.0,1.0,122397,Bexco Enterprises,8700 Rex Rd,Pico Rivera,CA,90660,2,33.979264,-118.105339,888-998-2546,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,http://www.blinkcharging.com/,2.3951848267935967,2,171902.0,1.0,2.0,16.0,230.0,3.7,10.0,3.0,,2020-06-26T02:56:00Z,3.0,2019-04-06T05:02:00Z,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,False,115464,3694FAFC-9A3D-4D18-8B64-D2F15AD6F12B,2,117709,9.0,2.0,115810,Bexco Enterprises,8700 Rex Rd,Pico Rivera,CA,90660,2,33.979264,-118.105339,888-998-2546,MON: 6:30am-6:00pm | TUE: 6:30am-6:00pm | WED: 6:30am-6:00pm | THU: 6:30am-6:00pm | FRI: 6:30am-6:00pm | SAT: 8:00am-5:00pm | SUN: 8:00am-5:00pm,http://www.blinkcharging.com/,2.3951848267935967,2,162476.0,1.0,2.0,16.0,230.0,3.0,10.0,4.0,,2019-04-06T04:01:00Z,3.0,2019-02-11T07:13:00Z,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,False,121963,DF4B53B6-3E99-485D-B662-9C2F127C12A0,2,65658,,7.0,122309,Champion Fiat,9715 Firestone Blvd,Downey,CA,90241,2,33.929068,-118.109466,562-862-3993,"Dealership business hours
Public - Call ahead",,2.4138751274371537,2,171810.0,1.0,2.0,16.0,230.0,3.7,10.0,2.0,,2020-06-26T02:56:00Z,3.0,2019-04-06T05:02:00Z,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,False,41964,2A7CC53A-03CF-4D96-9D1E-FE58D3B762AF,2,65658,,7.0,42310,Champion Fiat,9715 Firestone Blvd,Downey,CA,90241,2,33.929068,-118.109466,562-862-3993,Dealership business hours,,2.4138751274371537,2,50333.0,1.0,2.0,16.0,230.0,3.0,10.0,2.0,,2019-04-06T04:01:00Z,3.0,2015-02-23T02:09:00Z,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,False,139503,820D3EE2-06E0-4A50-9A68-C753081DA8C2,2,143421,5.0,1.0,139855,CITY OF DOWNEY,"12400 Columbia Way, Downey, CA 90242",Downey,CA,90242,2,33.9202075,-118.1309975,888-758-4389,24 hours daily,http://www.chargepoint.com/,2.4908303456963576,2,194889.0,1.0,2.0,16.0,230.0,3.0,10.0,2.0,50.0,2019-12-24T09:11:00Z,3.0,2019-12-24T09:11:00Z,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,False,139538,7A34D64B-E6A1-4330-B2FF-0D800406AC34,2,143417,5.0,1.0,139890,CITY OF DOWNEY,10999 Little Lake Rd,Downey,CA,90241,2,33.935362,-118.100518,888-758-4389,24 hours daily,http://www.chargepoint.com/,2.497881319840763,2,194936.0,1.0,2.0,16.0,230.0,3.0,10.0,3.0,50.0,2019-12-24T09:11:00Z,3.0,2019-12-24T09:11:00Z,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,False,139499,0EAF39B3-7517-4CFE-896D-18ED334F73F3,2,150337,39.0,1.0,139851,Kaiser - Downey Medical Center |P5718,9333 Imperial Highway,Downey,CA,90242,2,33.9191528,-118.1288176,800-663-5633,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,http://www.semacharge.com/,2.5810035959479474,2,194885.0,1.0,2.0,16.0,230.0,3.7,10.0,36.0,50.0,2020-06-26T02:56:00Z,3.0,2019-12-24T09:11:00Z,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,False,139501,D542D477-7B7C-4C8C-8549-BA125A45D7D2,2,143336,5.0,1.0,139853,CITY OF DOWNEY,12334 Bellflower Blvd,Downey,CA,90242,2,33.9195172,-118.1246743,888-758-4389,24 hours daily,http://www.chargepoint.com/,2.6066158314144685,2,194887.0,1.0,2.0,16.0,230.0,3.0,10.0,2.0,50.0,2019-12-24T09:11:00Z,3.0,2019-12-24T09:11:00Z,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,False,139496,6813837D-C17C-4F53-870E-11591505EAA2,2,95306,9.0,1.0,139848,Kaiser Permanente - Downey,9449 East Imperial Highway,Downey,CA,90242,2,33.918241,-118.127332,888-998-2546,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,http://www.blinkcharging.com/,2.6583141003036532,2,194882.0,1.0,2.0,16.0,230.0,3.7,10.0,4.0,50.0,2020-06-26T02:56:00Z,3.0,2019-12-24T09:11:00Z,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,False,122000,E0B17055-9E5C-416B-9174-9EC701128E7E,2,81646,5.0,1.0,122346,AZALEA,8653 Atlantic Ave,South Gate,CA,90280,2,33.9532803,-118.1837546,888-758-4389,24 hours daily,http://www.chargepoint.com/,2.7258224516307528,2,171850.0,1.0,2.0,16.0,230.0,3.0,10.0,2.0,,2019-04-06T05:02:00Z,3.0,2019-04-06T05:02:00Z,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,False,89258,32A44C87-A22F-4CC6-9212-C977FA4D5F4C,2,81646,5.0,1.0,89604,AZALEA,8653 Atlantic Ave,South Gate,CA,90280,2,33.9532803,-118.1837546,888-758-4389,24 hours daily,http://www.chargepoint.com/,2.7258224516307528,2,126635.0,1.0,2.0,16.0,230.0,3.0,10.0,2.0,,2019-04-06T04:01:00Z,3.0,2017-06-22T08:16:00Z,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,False,121118,EED34DF5-3C39-431E-A368-2BE6B761EC77,2,102576,,1.0,121464,Los Angeles County - Probation Department Ardis Lot,9150 E Imperial Hwy,Downey,CA,90242,2,33.9164736,-118.1322274,323-267-2023,"Business hours; keypad activated, instructions on EVSE",,2.7401637191844483,2,170549.0,1.0,2.0,16.0,230.0,3.7,10.0,10.0,,2020-06-26T02:56:00Z,3.0,2019-04-01T04:59:00Z,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,False,121114,F5A64761-4FE9-4D0F-8C98-DAB0B30F56EC,2,63739,,1.0,121460,Los Angeles County - Probation Department,9150 E Imperial Hwy,Downey,CA,90242,2,33.9160373349847,-118.133579233344,323-267-2023,"Business hours; keypad activated, instructions on EVSE",,2.7647341315239626,2,170545.0,1.0,2.0,16.0,230.0,3.7,10.0,1.0,,2020-06-26T02:56:00Z,3.0,2019-04-01T04:59:00Z,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,False,121966,57E288E0-1364-42C8-9240-413298330BEC,2,21618,,2.0,122312,Los Angeles Department of Public Works - Imperial Maintenance Yard,5525 Imperial Hwy,South Gate,CA,90280,2,33.930663,-118.175758,,,,2.8592518842933283,2,171814.0,1.0,2.0,16.0,230.0,3.7,10.0,2.0,,2020-06-26T02:56:00Z,3.0,2019-04-06T05:02:00Z,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,False,139511,3EDFE64C-1382-48E3-B557-2E61ACB64A52,2,82325,,2.0,139863,Los Angeles Department of Public Works - Hollydale Construction Permit Office,11282 S Garfield Ave,Downey,CA,90242,2,33.9236428766762,-118.167830813492,,,,2.873963847043973,2,194904.0,1.0,2.0,16.0,230.0,3.7,10.0,2.0,150.0,2020-06-26T02:56:00Z,3.0,2019-12-24T09:11:00Z,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,False,158649,7011A177-4431-4B87-A8D3-00BC40C3C24F,2,153876,3318.0,1.0,159006,"Walmart 3180 - South Gate, CA",4651 Firestone Blvd.,South Gate,CA,90280,2,33.954181,-118.18774,833-632-2778,24 hours daily,https://www.electrifyamerica.com/,2.9504499344974535,2,228665.0,1.0,2.0,16.0,230.0,3.7,10.0,1.0,50.0,2020-06-26T02:56:00Z,3.0,2020-06-26T02:56:00Z,100,228666.0,2.0,3.0,100.0,400.0,40.0,30.0,1.0,,,,,,,228667.0,32.0,3.0,100.0,400.0,40.0,30.0,1.0,,,,,,,,,,,,,,,,,,
43,False,139619,B9FB1A48-7EAD-4DD6-AF83-A2E154B9B4A9,2,71069,5.0,1.0,139971,MAIN VALET 1,6131-6145 Telegraph Rd,Commerce,CA,90040,2,33.9980016,-118.145934,888-758-4389,24 hours daily,http://www.chargepoint.com/,2.955158626659669,2,195040.0,1.0,2.0,16.0,230.0,3.0,10.0,2.0,50.0,2019-12-24T09:11:00Z,3.0,2019-12-24T09:11:00Z,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,False,8541,EE5A80DB-C8EF-4BD4-B016-CA7AB7C00EE2,15,686,41.0,,8438,12324 Hoxie Avenue,12324 Hoxie Avenue,Norwalk,California,90650,2,33.92053,-118.10273,,,http://carstations.com/686,3.115620802480882,2,5965.0,0.0,,,,,,,0.0,2017-11-04T14:04:00Z,1.0,2011-11-11T12:06:00Z,100,7063.0,7.0,,,,,,1.0,,,,,,,,,,,,,,,SPI,AVCON,,,,,,,,,,,,,,,,
45,False,139626,9BD9D941-A3E8-4CAF-8B37-6602D5C6808E,2,123196,3372.0,1.0,139978,City of Commerce - City Hall,2535 Commerce Way,Commerce,CA,90040,2,34.0007139999999,-118.156185,866-816-7584,24 hours daily,http://evconnect.com/,3.2938244900984794,2,195049.0,1.0,2.0,16.0,230.0,3.7,10.0,5.0,50.0,2020-06-26T02:56:00Z,3.0,2019-12-24T09:11:00Z,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,False,121947,2BC87B2E-7288-47B9-A1B2-CA4EFF9DBA8F,2,95005,3372.0,1.0,122293,Los Angeles Metro - Norwalk Station,12901 Hoxie Ave,Norwalk,CA,90650,2,33.9139919,-118.1036001,213-922-4638,"24 hours daily; pay lot; must have EV Connect account to access, see www.metro.net/projects/ev/ for more information",http://evconnect.com/,3.4547737734001513,2,171792.0,1.0,2.0,16.0,230.0,3.7,10.0,4.0,,2020-06-26T02:56:00Z,3.0,2019-04-06T05:02:00Z,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
